Date,Positive,Negative,Neutral,NEO,NVolume,BTC,BVolume,ETH,EVolume
2020-06-28,1,4,1,10.074998,277851495,9143.582031,14560870760,225.347168,6205925718
2020-06-27,4,0,0,9.746614,296221949,9045.390625,17273093144,222.959793,6918380955
2020-06-26,4,1,2,10.201301,284410047,9162.917969,18341465837,229.668045,7187490226
2020-06-25,8,1,0,10.350582,301842773,9264.813477,18616048626,232.944489,7010426122
2020-06-24,4,4,0,10.492191,357164470,9313.610352,18961716076,235.772461,8815030025
2020-06-23,4,3,1,10.938888,362250215,9629.658203,17006433272,244.142151,6624530348
2020-06-22,6,4,1,10.778801,369754221,9648.717773,21104009514,242.533188,9079586552
2020-06-21,3,0,2,10.299525,307723824,9303.629883,15324301169,228.989822,5600408178
2020-06-20,2,0,1,10.270687,300608225,9332.34082,17130541557,229.274261,6252830566
2020-06-19,4,3,0,10.207695,319740985,9288.018555,19632223107,227.13829,6946372590
2020-06-18,4,0,2,10.436061,328763442,9411.84082,17770083003,232.101166,6713800872
2020-06-17,6,2,2,10.599839,370454317,9480.254883,20177709879,233.028275,7701391592
2020-06-16,6,2,0,10.582796,349238901,9538.024414,21565537209,234.416168,7965648016
2020-06-15,2,3,1,10.440134,420966359,9450.702148,26699704768,229.928909,10536099884
2020-06-14,5,2,0,10.676464,341288186,9386.788086,18991732746,234.1147,7439385176
2020-06-13,4,0,0,11.09185,365221986,9475.277344,17564322315,238.908844,7141624980
2020-06-12,5,0,0,10.949502,400454688,9480.84375,22610564515,237.49321,8868955009
2020-06-11,6,2,1,10.754961,368142911,9321.78125,30247143440,231.702667,12356528860
2020-06-10,6,8,4,11.935833,420079955,9870.094727,25706567601,247.444946,8792990206
2020-06-09,7,5,0,12.055258,419568944,9795.700195,23717842783,244.911453,8446545788
2020-06-08,5,1,0,11.64456,353175046,9771.489258,21486346312,246.309906,8076783299
2020-06-07,3,1,2,11.781254,428452418,9758.852539,25015250846,245.167252,9544883157
2020-06-06,2,3,1,11.791958,418551339,9653.679688,20438419222,241.93132,8114873845
2020-06-05,7,5,1,11.867831,450464874,9665.533203,23509628646,241.221985,9293963914
2020-06-04,7,3,1,12.190597,490396228,9800.636719,25921805072,244.426392,10170414304
2020-06-03,7,6,5,12.373646,528247620,9656.717773,25007459262,244.179321,9861760817
2020-06-02,18,18,3,12.095944,721254489,9529.803711,39137252109,237.219055,13782107567
2020-06-01,21,16,6,12.424067,783678511,10167.268555,35198901068,246.99176,13951727936
2020-05-31,24,10,5,10.966694,556328983,9461.058594,27773290299,230.975708,12234904813
2020-05-30,7,9,2,11.010982,487188424,9700.414063,32722975141,242.345596,15027397867
2020-05-29,5,3,1,10.255251,373111108,9439.124023,32896642044,220.675125,12265816557
2020-05-28,9,4,1,10.394671,382427009,9525.750977,34367073114,219.840424,12212469604
2020-05-27,7,4,0,10.022195,362944806,9181.017578,32740536902,208.863434,10631034756
2020-05-26,5,3,1,9.923302,385779981,8835.052734,29584186947,201.902313,10159741290
2020-05-25,3,2,1,9.938333,366727302,8906.93457,31288157264,205.319748,10415044124
2020-05-24,5,6,0,9.729747,314447355,8790.368164,32518803300,202.370346,11833299572
2020-05-23,6,4,1,10.239461,352581209,9209.287109,27727866812,208.694397,10665476768
2020-05-22,6,4,2,10.391166,487140864,9182.577148,29810773699,207.169189,12041592114
2020-05-21,4,0,1,9.578997,395341395,9081.761719,39326160532,199.883606,13308321229
2020-05-20,3,3,0,10.130628,405751025,9522.981445,36546239703,210.096741,12730175511
2020-05-19,6,3,0,10.273203,462088018,9729.038086,39254288955,213.451111,14346192779
2020-05-18,3,0,3,10.246828,531778473,9726.575195,41827139896,214.525055,17411566928
2020-05-17,1,3,0,10.171697,533844350,9670.739258,40084250663,207.158691,15470397303
2020-05-16,3,1,2,9.994243,503683224,9377.013672,36164766408,200.677124,15379081645
2020-05-15,3,0,5,10.049292,605019837,9328.197266,48158802327,195.622665,16602342092
2020-05-14,8,2,0,10.166014,639858127,9733.72168,56426907637,202.949097,20150524861
2020-05-13,4,1,3,10.29045,570288242,9269.987305,45558144023,199.193283,17054662289
2020-05-12,2,1,2,9.981518,624959646,8804.477539,42142717533,189.3125,15899726284
2020-05-11,2,2,1,9.656457,930046029,8601.795898,57119858802,185.912842,20054601647
2020-05-10,3,3,1,9.775536,1114288546,8756.430664,63325279337,188.599564,25211575193
2020-05-09,24,15,3,11.045865,1080862774,9593.896484,46566121841,211.600128,18950547549
2020-05-08,12,3,4,11.407124,1047286451,9842.666016,51780748042,212.991577,20445139356
2020-05-07,8,1,2,9.895577,867621425,9951.518555,61112700562,212.289413,23594744655
2020-05-06,6,1,2,9.276558,772791299,9268.761719,49371886931,204.055786,20343543799
2020-05-05,2,2,0,9.102121,721959297,9003.070313,43148462663,206.774399,19004689099
2020-05-04,5,2,0,9.059976,750399793,8912.654297,45718796276,208.174011,22602446422
2020-05-03,0,0,1,9.080323,736471837,8897.46875,47101785174,210.933151,20469034664
2020-05-02,3,0,0,9.237823,676064634,8988.59668,40134388683,215.325378,18260876092
2020-05-01,5,0,0,9.070657,761060477,8864.766602,44068389997,214.219101,20816320834
2020-04-30,3,3,0,8.929776,880989687,8658.553711,66964629541,207.602051,28089191904
2020-04-29,3,6,3,9.257176,818069090,8801.038086,60201052203,216.968231,26397548759
2020-04-28,1,2,1,8.53165,612355217,7807.058594,33187959921,198.41539,18217507467
2020-04-27,5,8,2,8.440151,565532475,7795.601074,36162144725,197.224716,18670194595
2020-04-26,7,5,1,8.629706,615241318,7679.867188,33070154491,197.317535,18335367012
2020-04-25,10,7,0,8.472919,610982739,7569.936035,32941541447,195.515305,18260969748
2020-04-24,5,4,3,8.127994,574537854,7550.900879,34636526286,189.236938,16788555028
2020-04-23,12,3,2,7.812225,537381727,7429.724609,43500782316,185.028671,21275740032
2020-04-22,8,2,2,7.530086,408538795,7117.20752,33249153866,182.599579,17994666395
2020-04-21,8,4,1,7.276628,362488355,6880.323242,32589741511,172.737701,16458767984
2020-04-20,4,2,0,7.269011,463328413,6881.958496,37747113936,172.297165,21266681335
2020-04-19,5,3,1,7.678465,459044662,7189.424805,31311210215,181.61496,19146038381
2020-04-18,9,2,0,7.88071,449104389,7257.665039,32447188386,186.914001,20160323443
2020-04-17,5,1,0,,,,,,
2020-04-16,4,2,0,7.61921,497481164,7116.804199,46783242377,172.157379,22910469236
2020-04-15,7,1,1,6.998894,385969361,6642.109863,32288311031,153.286896,14171753737
2020-04-14,3,0,0,7.231142,376998764,6842.427734,34110434052,157.59639,14723156630
2020-04-13,5,1,2,7.282838,376444404,6845.037598,38619308647,156.279556,16465282133
2020-04-12,2,3,0,7.44599,352631545,6971.091797,35759567632,161.142426,15123721386
2020-04-11,2,0,0,7.286642,323630599,6859.083008,31222085946,158.216019,13555089447
2020-04-10,4,1,0,7.297447,351731156,6865.493164,43622840992,158.412445,17980944616
2020-04-09,10,3,1,8.048904,386732040,7302.089355,34815139178,170.807144,14901696210
2020-04-08,4,2,1,7.97496,395447113,7334.098633,37563249549,172.641739,17063110836
2020-04-07,5,3,2,7.700226,479476548,7176.414551,44243482668,165.101944,21659346091
2020-04-06,5,3,1,7.766075,574846079,7271.78125,46896904615,169.13588,21636382525
2020-04-05,7,2,0,7.054138,420592073,6791.129395,29510409856,143.546646,11280993591
2020-04-04,3,0,1,7.205427,466749980,6867.527344,33185988584,145.219391,11946658257
2020-04-03,4,1,0,7.029783,458186051,6733.387207,38976504903,142.091309,13184603402
2020-04-02,4,0,3,6.995874,530449713,6793.624512,47660646124,142.029144,15322861686
2020-04-01,2,0,0,6.832697,466332955,6606.776367,40346426266,135.634552,12456564435
2020-03-31,2,2,0,6.79938,489429890,6438.644531,32786468812,133.593567,11065246317
2020-03-30,1,3,0,6.632013,415054471,6429.841797,37101651525,132.904541,11841123306
2020-03-29,2,1,1,6.209053,378906513,5922.042969,28373690931,125.583733,9938133669
2020-03-28,3,1,0,6.62523,432364413,6242.193848,34885225901,130.986496,12162403960
2020-03-27,4,3,2,6.625915,401778994,6469.79834,34585598367,133.937943,11396286629
2020-03-26,6,5,0,7.014239,424618335,6716.44043,35319797642,138.361557,11367261176
2020-03-25,11,3,3,6.915313,472563994,6681.062988,44590107888,136.195892,13433092920
2020-03-24,4,3,0,6.883642,488187619,6734.803711,48221910672,138.761444,14609068673
2020-03-23,3,0,0,6.600482,477583014,6416.314941,46491916000,134.911606,14149877968
2020-03-22,3,2,0,5.965941,458067382,5830.254883,40099664740,123.321152,12497707224
2020-03-21,5,3,0,6.23595,455759019,6185.066406,42494390880,132.81871,13684083308
2020-03-20,0,3,1,6.266075,607803568,6198.77832,54442976103,132.737167,18960388062
2020-03-18,4,3,1,5.546127,471171439,5238.438477,37878801016,114.84227,11617854009
2020-03-17,4,2,0,5.534018,448442249,5225.629395,38622642935,113.942749,12087490572
2020-03-16,2,3,0,5.377224,440787312,5014.47998,45368026430,110.605873,15984904590
2020-03-15,1,2,0,6.004697,500456010,5392.314941,33997889639,125.214302,12719251813
2020-03-14,2,3,0,5.776743,435778069,5200.366211,36154506008,123.306023,12740784545
2020-03-13,2,4,1,6.16812,756380797,5563.707031,74156772075,133.201813,27864623061
2020-03-12,1,3,2,5.904087,685086893,4970.788086,53980357243,112.347122,22134741655
2020-03-11,5,3,1,9.405406,711924739,7911.430176,38682762605,194.86853,16984790291
2020-03-10,3,0,0,9.870924,800172702,7909.729492,42213940994,200.767242,18344930072
2020-03-09,3,2,0,9.872325,882419084,7923.644531,46936995808,201.986328,23645428606
2020-03-08,1,2,2,10.127753,777840481,8108.116211,39973102121,200.689056,21381823651
2020-03-07,1,2,1,11.622251,731757190,8909.954102,36216930370,237.853088,19431652027
2020-03-06,6,2,1,12.345453,857216301,9122.545898,40826885651,243.525299,19374772256
2020-03-05,5,4,1,12.087068,772846232,9078.762695,39698054597,229.268188,18201291785
2020-03-04,6,6,0,11.748708,858299327,8755.246094,34746706368,224.517975,16567075208
2020-03-03,7,2,1,11.590214,1123086505,8787.786133,42386715821,224.47963,19853178572
2020-03-02,8,7,4,12.002397,1012672489,8869.669922,42857674409,230.569778,20305587789
2020-03-01,6,4,3,11.365956,757272181,8562.454102,35349164300,218.970596,18179807469
2020-02-29,3,3,5,11.197893,741943845,8599.508789,35792392544,219.848511,18181296376
2020-02-28,4,1,1,11.266002,782179309,8672.455078,44605450443,226.760498,22563530559
2020-02-27,7,2,4,11.445975,818054156,8784.494141,45470195695,226.753387,25645522790
2020-02-26,10,8,1,11.026174,850441769,8820.522461,50420050762,225.680267,26235617201
2020-02-25,5,3,3,12.437867,810792453,9341.705078,42515259129,247.817596,21878882134
2020-02-24,5,1,0,13.36001,815716115,9650.174805,45080496648,265.216431,22400845640
2020-02-23,3,1,3,14.327859,814425406,9924.515625,41185185761,273.75415,19585998814
2020-02-22,6,5,3,13.77443,750996069,9663.181641,35838025154,262.331726,16906032862
2020-02-21,4,0,3,14.041854,831603243,9686.441406,40930547513,265.600616,20867593292
2020-02-20,2,4,3,14.06595,964100265,9608.475586,44925260237,257.949463,23229828870
2020-02-19,4,3,5,14.091878,890069986,9633.386719,46992019710,259.763977,22679414413
2020-02-18,9,4,4,15.456651,962417621,10141.996094,47271023953,281.94458,26511477187
2020-02-17,9,2,2,15.002235,1113020823,9690.142578,45998298413,266.363434,26024080089
2020-02-16,8,6,6,14.773896,1183219698,9934.433594,43374780305,259.894714,25152366643
2020-02-15,4,4,0,15.000569,1088765422,9889.424805,43865054831,264.728577,23682452994
2020-02-14,17,12,7,16.675886,1112141628,10312.116211,43338264162,284.217499,23558253463
2020-02-13,17,6,1,15.123636,1092356281,10214.379883,49356071373,268.099243,25801317504
2020-02-12,10,13,2,14.82413,971758364,10326.054688,43444303830,265.406128,24545049386
2020-02-11,7,6,4,13.778098,827216001,10208.236328,37648059389,235.851196,16964695963
2020-02-10,7,5,4,13.595866,958758640,9856.611328,39386548075,223.522705,16210008511
2020-02-09,6,8,4,14.135641,915803272,10116.673828,35807884663,228.578568,15031356241
2020-02-08,2,1,1,12.701725,719998979,9865.119141,35172043762,223.146515,16741203125
2020-02-07,7,6,2,12.791513,735322951,9795.943359,34522718159,222.726059,16673443564
2020-02-06,8,5,2,12.875563,689359977,9729.801758,37628823716,212.339081,16425589683
2020-02-05,8,7,0,12.754551,699667651,9613.423828,35222060874,204.23024,14865434435
2020-02-04,6,3,0,12.174743,525024477,9180.962891,29893183716,189.250595,11714191695
2020-02-03,6,3,0,11.883307,504085310,9293.521484,30934096509,189.865067,12392875241
2020-02-02,6,7,2,12.065849,610120618,9344.365234,30835736946,188.617538,14054425389
2020-02-01,2,0,2,11.439431,447550231,9392.875,25922656496,183.67395,11569697182
2020-01-31,3,2,2,11.469329,474698228,9350.529297,29432489719,180.160172,11728616394
2020-01-30,10,4,2,11.743594,512721541,9508.993164,32378792851,184.690475,12604789338
2020-01-29,7,1,1,11.246432,470616230,9316.629883,30682598115,175.050339,10725267311
2020-01-28,3,2,3,11.384127,456766140,9358.589844,34398744403,176.370316,11772875064
2020-01-27,4,2,3,11.120889,486387846,8909.819336,28647338393,170.930893,11004476145
2020-01-26,1,0,2,10.791178,404980625,8596.830078,22177678796,168.077103,9261861590
2020-01-25,1,0,1,10.377864,385598906,8367.847656,19647331549,161.283936,8256956802
2020-01-24,7,2,2,10.542153,431976783,8445.43457,24397913026,163.051178,10657671162
2020-01-23,11,1,0,10.593727,469032837,8406.515625,25770680779,162.928558,10396868698
2020-01-22,2,3,0,11.235395,427437898,8680.875977,22600204051,168.294159,9209827928
2020-01-21,4,1,0,11.218092,439099246,8745.894531,24097418512,169.697159,9789369362
2020-01-20,2,2,1,11.142273,457576088,8657.642578,26422375678,167.120514,11144529787
2020-01-19,3,2,0,11.241829,565130675,8706.245117,34217320471,166.969849,13713374132
2020-01-18,7,4,3,11.89715,640055893,8942.808594,32337772627,175.365677,14929342256
2020-01-17,9,7,0,11.892014,613650220,8929.038086,36372139320,170.779953,14997091826
2020-01-16,2,1,0,11.270778,557155121,8723.786133,31313981931,164.391006,13735193018
2020-01-15,5,3,2,11.420886,688138212,8807.010742,40102834650,166.230682,15173694057
2020-01-14,11,2,2,11.238228,682255589,8827.764648,44841784107,165.955353,16712318373
2020-01-13,6,3,0,10.061612,403409327,8144.194336,22482910688,144.226593,8378529470
2020-01-12,4,3,5,10.265249,459127690,8192.494141,22903438381,145.873932,8528167453
2020-01-11,6,0,0,9.721471,423065242,8037.537598,25521165085,142.927109,9332208590
2020-01-10,2,0,0,9.86252,409988928,8166.554199,28714583844,143.963776,9084816203
2020-01-09,2,0,0,9.440099,357091292,7879.071289,24045990466,138.979202,7697325348
2020-01-08,6,2,0,9.525661,470741967,8079.862793,31672559265,141.258133,9387194957
2020-01-07,7,2,2,9.821853,479929669,8163.692383,28767291327,143.543991,9257954672
2020-01-06,5,5,0,9.773406,486188491,7769.219238,23276261598,144.304153,9093747121
2020-01-05,1,3,2,9.068814,406708915,7411.317383,19725074095,136.276779,7526675353
2020-01-04,1,4,0,9.152635,358861190,7410.656738,18444271275,135.069366,7430904515
2020-01-03,2,1,1,8.887547,371142358,7344.884277,28111481032,134.171707,10476845358
2020-01-02,4,2,1,8.49394,327241775,6985.470215,20802083465,127.410179,8032709256
2020-01-01,5,2,0,8.848996,340927447,7200.174316,18565664997,130.802002,7935230330
2019-12-31,2,0,3,8.688425,355254392,7193.599121,21167946112,129.610855,8936866397
2019-12-30,6,1,2,9.020229,383434459,7292.995117,22874131672,132.633484,9796951716
2019-12-29,6,2,2,9.253768,440624015,7422.652832,22445257702,134.75798,9708776786
2019-12-28,1,2,0,8.793993,343732112,7317.990234,21365673026,128.322708,8069298610
2019-12-27,4,0,0,8.780754,355073901,7290.088379,22777360996,127.214607,8299390176
2019-12-26,5,2,2,8.559528,366442609,7238.966797,22787010034,126.361221,8600871980
2019-12-25,3,0,0,8.692103,386405336,7275.155762,21559505149,126.454636,8418019054
2019-12-24,1,3,1,8.777563,412815357,7322.532227,22991622105,129.063889,7961819689
2019-12-23,2,1,1,8.586373,431188130,7355.628418,27831788041,128.61409,9622497693
2019-12-22,2,3,0,8.915283,407879217,7511.588867,23134537956,132.372513,9121058481
2019-12-21,1,2,1,8.562039,363824020,7191.158691,19312552168,128.130951,7449064703
2019-12-20,4,1,0,8.654289,380714679,7218.816406,22633815180,129.066055,8173594150
2019-12-19,5,1,1,8.667236,405643371,7202.844238,25904604416,129.321136,9564699140
2019-12-18,3,2,2,8.804836,511424967,7276.802734,31836522778,133.092194,11864518321
2019-12-17,3,1,1,7.895672,423480194,6640.515137,22363804217,122.603889,9057166141
2019-12-16,5,3,1,8.400094,436140051,6932.480469,20213265950,133.614029,8992282119
2019-12-15,2,2,1,8.963252,426974845,7152.301758,16881129804,143.11499,7235153411
2019-12-14,3,1,0,8.866505,442529018,7124.673828,17137029730,142.869232,7048066973
2019-12-13,9,2,1,8.914855,427290538,7269.68457,17125736940,144.944748,7264810247
2019-12-12,5,2,4,8.672491,452828640,7243.134277,18927080224,145.604004,7890383413
2019-12-11,6,4,1,8.544444,299233990,7217.427246,16350490689,143.608002,7037180049
2019-12-10,4,3,4,8.616021,307202597,7278.119629,18249031195,146.267044,6859512025
2019-12-09,2,1,0,8.786265,292727008,7400.899414,17872021272,148.225174,6744206747
2019-12-08,4,0,1,9.090547,305831753,7564.345215,15409908086,151.264725,6441727252
2019-12-07,5,0,1,8.988488,332957949,7556.237793,15453520564,148.768158,5911233284
2019-12-06,5,2,0,8.767955,297307062,7546.996582,18104466307,149.194443,6458766441
2019-12-05,4,3,2,8.810025,328984103,7448.307617,18816085231,149.248993,6745910228
2019-12-04,8,1,2,8.716884,335103295,7252.034668,21664240918,146.747742,7865937094
2019-12-03,2,2,1,8.991866,303309098,7320.145508,14797485769,147.956421,6204379850
2019-12-02,6,3,2,8.970476,335056258,7321.988281,17082040706,149.059158,6670561362
2019-12-01,8,6,2,9.288916,313468750,7424.29248,18720708479,151.18573,7102780298
2019-11-30,3,4,2,9.375452,367196454,7569.629883,17158194786,152.539688,6565950868
2019-11-29,6,3,2,9.764477,381982780,7761.243652,19709695456,155.304153,7503898278
2019-11-28,7,4,1,9.319755,349185109,7463.105957,19050116751,151.717575,7346531960
2019-11-27,9,5,0,9.491991,410238361,7531.663574,23991412764,153.010559,8778095308
2019-11-26,7,6,1,9.343734,372281335,7218.371094,21129505542,148.965073,7648516297
2019-11-25,11,0,1,9.133552,446997610,7146.133789,42685231262,146.476532,10962753356
2019-11-24,4,4,0,9.150931,400062693,7047.916992,30433517289,142.834702,7782769098
2019-11-23,6,2,2,10.137626,434460433,7397.796875,21008924418,153.417786,8289198330
2019-11-22,6,5,3,9.696062,543155922,7296.577637,34242315785,150.268173,12020749863
2019-11-21,7,4,1,11.060065,504284931,7642.75,22514243371,161.462723,8546371325
2019-11-20,3,3,4,11.551491,485322430,8027.268066,20764300437,175.698349,7205785149
2019-11-19,4,2,0,11.788939,498226128,8206.145508,21083613816,177.455551,7536699743
2019-11-18,4,6,2,11.484414,468423965,8309.286133,21579470673,180.559601,7787662111
2019-11-17,6,1,2,12.174293,411707985,8577.975586,18668638897,185.119232,7364325471
2019-11-16,4,3,2,12.473394,423454412,8550.760742,16495389808,183.348358,6789888120
2019-11-15,7,5,0,12.048563,494087825,8491.992188,21796856471,180.521179,8815678477
2019-11-14,12,1,7,12.715849,544059923,8708.094727,19084739975,185.999634,7872664470
2019-11-13,16,21,6,13.200439,639687544,8808.262695,17545755405,188.258743,7343173596
2019-11-12,20,14,8,12.148584,682544643,8815.662109,20309769107,186.843414,7792186666
2019-11-11,14,16,1,11.169554,457016653,8757.788086,20265510765,185.489639,7877424106
2019-11-10,7,6,1,11.046241,422163610,9055.526367,20587919881,189.47728,8752784211
2019-11-09,4,0,1,10.69014,355876094,8813.582031,17578630606,185.028717,7277418704
2019-11-08,7,3,1,10.668173,435911575,8804.880859,24333037836,184.211472,9176780911
2019-11-07,5,5,2,11.198,446206619,9267.561523,22700383839,187.976547,9081247799
2019-11-06,4,4,0,11.102128,458272027,9360.879883,23133895765,191.593842,10156458684
2019-11-05,9,5,4,11.183461,510035838,9342.527344,26198609048,189.304169,10024177342
2019-11-04,12,3,2,11.455453,534808365,9412.612305,26170255634,186.355194,10551917945
2019-11-03,5,4,1,11.07485,463777668,9235.354492,21132220847,182.425018,8760247744
2019-11-02,1,4,1,11.019678,532232113,9324.717773,21242676385,183.92572,8087991830
2019-11-01,8,3,1,10.649061,461750014,9261.104492,24324691031,183.969894,9145611130
2019-10-31,10,5,2,10.621806,559840042,9199.584961,26583653947,183.966919,9607939606
2019-10-30,14,1,2,11.264713,646768897,9205.726563,27706531577,184.692169,10484902804
2019-10-29,13,7,4,10.773956,586713879,9427.6875,28426779937,190.342575,10622761958
2019-10-28,22,14,7,10.783834,970711177,9256.148438,30948255332,182.662811,10406734124
2019-10-27,57,51,18,11.541567,1153240925,9551.714844,32593129501,184.242218,10815941952
2019-10-26,13,10,5,9.060607,601179932,9244.972656,44496255609,179.83548,13831784986
2019-10-25,4,5,1,7.809948,335186191,8660.700195,28705065488,181.523209,10358594018
2019-10-24,2,0,1,7.044091,229632843,7493.48877,16268708849,162.168549,7300917537
2019-10-23,5,2,2,6.926209,257772716,7514.671875,21942878958,162.402786,9624925919
2019-10-22,4,1,1,7.302353,230969582,8078.203125,16803377857,172.300858,6990951966
2019-10-21,3,2,2,7.428686,240894924,8243.720703,15868748866,174.92099,6815820627
2019-10-20,0,1,1,7.322821,217855921,8222.078125,15504249442,175.534378,6801091120
2019-10-19,4,0,0,7.155716,209238234,7988.560547,13797825640,172.913025,6551453871
2019-10-18,6,2,0,7.130493,227534484,7973.20752,15651592610,173.621338,7566257807
2019-10-17,8,2,0,7.286711,227322674,8103.911133,14313052244,178.028351,6737237423
2019-10-16,4,3,3,7.04525,260428217,8047.526855,16071646996,176.013504,7691244590
2019-10-15,6,3,1,7.403221,253780233,8205.369141,15220412632,181.406067,7731456579
2019-10-14,1,5,0,7.470296,236139714,8374.686523,15151387859,186.960907,7276520699
2019-10-13,4,1,1,7.351069,226085348,8321.005859,13808286059,182.07515,6733182273
2019-10-12,3,1,0,7.29605,233242583,8336.555664,14532641605,180.826645,7494328840
2019-10-11,2,1,0,7.309191,263183654,8321.756836,19604381101,182.569687,9128522970
2019-10-10,1,2,0,7.511336,263834330,8586.473633,17618660671,191.659668,8375913276
2019-10-09,2,2,1,7.79867,285281425,8595.740234,19384942333,193.293259,9088122101
2019-10-08,5,1,1,7.561306,219794931,8228.783203,15592264032,182.021561,7466282780
2019-10-07,4,0,0,7.520404,258797335,8245.623047,18009742607,181.18634,7844316834
2019-10-06,4,2,2,7.244133,229672034,7988.155762,13160830305,173.059143,5852890674
2019-10-05,5,2,1,7.359871,228270593,8151.500488,12200497197,176.351517,5837211771
2019-10-04,4,2,0,7.43157,238289706,8205.939453,13139456229,176.985001,6248928449
2019-10-03,9,3,1,7.364074,234976156,8259.992188,13668823409,175.199341,6381403725
2019-10-02,16,3,3,7.665885,248434248,8393.041992,13125712443,180.71051,6335595250
2019-10-01,3,1,1,7.533759,297675738,8343.276367,15305343413,177.340424,7676276225
2019-09-30,3,1,1,7.601148,307006068,8293.868164,17115474183,179.872208,7552915148
2019-09-29,3,2,0,7.18392,262781713,8104.185547,13034629109,170.503479,6497088199
2019-09-28,1,0,1,7.374948,272160071,8245.915039,14141152736,174.572891,6895423445
2019-09-27,5,1,2,7.387013,296984930,8251.845703,16408941156,174.710999,7909313625
2019-09-26,3,3,0,7.179635,313793759,8118.967773,19258205289,166.727127,7848286154
2019-09-25,4,1,0,7.500757,339839046,8486.993164,21744728353,170.8927,9766632018
2019-09-24,5,1,1,7.321474,340879542,8620.566406,25002886689,168.110733,11757739233
2019-09-23,5,3,1,8.658487,269956482,9729.324219,15144925408,201.92131,7494673136
2019-09-22,4,5,1,9.124282,267115363,10070.392578,13199651698,211.54538,7812854576
2019-09-21,4,2,2,9.450587,263220495,10019.716797,13425266806,215.516205,7743309778
2019-09-20,3,1,2,9.550219,291595780,10181.641602,14734189639,218.050049,8027974273
2019-09-19,10,8,2,9.744348,366588908,10266.415039,19937691247,221.280853,10620070913
2019-09-18,12,4,1,10.15455,355948660,10198.248047,16169268880,211.393036,9194634557
2019-09-17,13,3,2,9.576451,320017640,10241.272461,15304603363,208.608749,10232590812
2019-09-16,10,2,3,9.091174,249030469,10276.793945,15160167779,197.113174,8242029488
2019-09-15,4,1,1,9.108197,221001646,10347.712891,12043433567,189.789124,6222874780
2019-09-14,11,1,0,9.132702,231388006,10358.048828,13468713124,188.105515,6500686511
2019-09-13,4,1,2,8.964106,221836448,10360.546875,14109864675,181.109726,5955041237
2019-09-12,1,5,0,9.037511,237762587,10410.126953,15323563925,181.016098,5838605477
2019-09-11,7,2,3,8.821807,237069094,10178.37207,15428063426,178.725494,7157139035
2019-09-10,2,1,2,8.873149,235097643,10115.975586,14906809639,179.78717,6291476772
2019-09-09,6,2,1,9.131724,251167103,10334.974609,17595943368,181.14946,7232938985
2019-09-08,3,0,2,9.300137,242131523,10441.276367,13670567493,181.35553,6472677266
2019-09-07,2,5,0,9.126417,246660018,10517.254883,15307366476,178.262619,6791531342
2019-09-06,3,4,1,8.735139,268067859,10353.302734,19536574783,169.956177,6797611878
2019-09-05,10,2,3,9.005731,237600624,10575.533203,14551239508,174.217133,5589476516
2019-09-04,5,2,1,9.085231,230107282,10594.493164,16742664769,175.992889,5938120494
2019-09-03,3,2,3,9.298255,241655994,10623.540039,19384917989,179.499329,6962728938
2019-09-02,8,1,2,9.152387,227666511,10346.760742,17248102294,178.347351,6503447137
2019-09-01,4,3,0,8.797315,202957135,9757.970703,11445355859,171.629425,5554799576
2019-08-31,1,2,0,8.822977,216947467,9630.664063,11454806419,172.469788,5830212249
2019-08-30,2,3,2,8.763337,214238128,9598.173828,13595263986,168.834869,5776520220
2019-08-29,4,5,1,8.774496,250243082,9510.200195,17045878501,169.516739,7129569083
2019-08-28,8,5,0,9.145118,261538515,9754.422852,17603790323,173.889969,6696604087
2019-08-27,2,0,0,9.587458,229267697,10185.5,14762609503,187.516663,6042327402
2019-08-26,3,0,0,9.845524,247179371,10370.820313,18438654080,188.929382,7207986636
2019-08-25,4,5,2,9.663258,238063246,10138.517578,14153856610,186.842392,5826017143
2019-08-24,7,3,2,10.125143,262868658,10159.960938,15451030650,191.289566,6249737982
2019-08-23,3,0,0,9.908626,244227518,10407.964844,15627023886,194.706207,6658162377
2019-08-22,4,2,1,9.822172,279677040,10131.055664,17097508856,191.332916,7569043874
2019-08-21,5,6,1,9.422855,272825976,10138.049805,19473084768,186.891632,7775772700
2019-08-20,5,2,2,9.898667,237645792,10763.232422,15053082175,196.565414,6408417610
2019-08-19,10,5,1,10.165383,239845356,10916.053711,16038264603,203.091934,6145148692
2019-08-18,4,3,0,9.88043,232179408,10345.810547,12999813869,194.49353,5969012024
2019-08-17,3,1,1,9.681065,231786463,10231.744141,13778035685,185.687683,5512696513
2019-08-16,8,4,2,9.839251,282250238,10374.338867,20228207096,185.440079,7133915837
2019-08-15,1,3,1,9.919107,308542813,10311.545898,22899115082,188.50206,8197244441
2019-08-14,2,3,2,9.380318,268690818,10051.704102,19990838300,186.607742,7444456154
2019-08-13,4,5,4,10.487166,218432095,10895.830078,16681503537,208.709045,5946313205
2019-08-12,5,3,0,10.692106,215249968,11382.616211,13647198229,211.288071,5674315559
2019-08-11,2,2,1,11.088648,249570405,11523.579102,15774371518,216.092865,6440605605
2019-08-10,4,2,2,10.604526,307415114,11354.024414,18125355447,206.733536,6584748527
2019-08-09,4,2,1,10.390829,269599467,11862.936523,18339989960,210.488907,6964818795
