Date,Positive,Negative,Neutral,NEO,NVolume,BTC,BVolume,ETH,EVolume
2019-08-08,3,0,0,10.872483,275502109,11966.407227,19481591730,220.941864,6713525644
2019-08-07,1,6,1,11.322205,271679897,11941.96875,22194988641,226.391006,7020342210
2019-08-06,7,2,1,11.334147,306890935,11478.168945,23635107660,226.020645,7647742672
2019-08-05,6,5,0,12.069722,351665015,11805.65332,23875988832,234.215027,7765060287
2019-08-04,7,1,0,11.947846,253636013,10970.18457,16530894787,222.669724,5238542572
2019-08-03,4,4,2,12.062901,245715715,10821.726563,15352685061,222.490341,5697798687
2019-08-02,7,4,1,11.670535,256869659,10518.174805,17489094082,217.871567,6159440229
2019-08-01,6,6,0,11.87689,266163364,10399.668945,17165337858,217.808441,5965442642
2019-07-31,7,3,7,11.728232,303077876,10085.62793,16631520648,218.654144,6003828340
2019-07-30,5,3,1,11.250879,230896499,9607.423828,13829811132,210.522598,5489918859
2019-07-29,6,3,1,11.273945,244505932,9519.145508,13791445323,211.268051,5485190664
2019-07-28,7,2,1,11.253323,261530492,9552.860352,13738687093,211.186554,5504887934
2019-07-27,2,2,1,11.336659,276870039,9477.677734,16817809536,207.40831,6257703908
2019-07-26,7,6,1,12.008568,257532219,9870.303711,14495714483,219.629608,5729852178
2019-07-25,6,0,2,11.953702,307694366,9911.841797,15821952090,219.617996,6731281160
2019-07-24,5,2,1,11.813148,347400345,9811.925781,17398734322,217.046371,7168982843
2019-07-23,2,1,3,11.27016,325503669,9900.767578,17851916995,212.728516,6976091534
2019-07-22,7,1,0,12.080506,337883306,10343.106445,16334414913,217.560013,6338843919
2019-07-21,1,3,0,12.997658,357555200,10599.105469,17130580467,225.630768,6685082868
2019-07-20,2,2,3,13.440067,436655447,10767.139648,20206615155,229.119217,7976245988
2019-07-19,2,2,3,13.012731,466922131,10530.732422,20727426310,221.33342,7606433131
2019-07-18,11,4,2,13.078218,634211073,10666.482422,25187024648,226.566162,9327816059
2019-07-17,6,4,1,10.79068,483187310,9693.802734,24569921549,211.48497,9387747640
2019-07-16,4,3,1,10.246147,430843072,9477.641602,24151199070,199.188675,9036620494
2019-07-15,5,4,1,12.36619,495949483,10895.089844,25384047207,229.776001,9723674244
2019-07-14,2,5,3,12.086869,497474370,10256.058594,22486000001,227.578064,8578339386
2019-07-13,3,2,0,14.164223,485291918,11392.378906,21042616384,269.458801,6716829429
2019-07-12,3,2,1,15.400424,474530232,11815.986328,23534692797,276.276703,8148936015
2019-07-11,5,1,1,14.609484,523791811,11358.662109,28595327690,268.704041,10216287022
2019-07-10,2,4,1,16.225569,562494202,12156.512695,33627574244,290.002319,11679985167
2019-07-09,10,4,1,17.283541,479207011,12573.8125,28167921523,308.881012,10055159803
2019-07-08,7,4,0,17.565117,446708712,12285.958008,23482551458,313.251404,9078905628
2019-07-07,0,4,2,17.239326,472904349,11450.84668,19369044277,305.700562,8119724981
2019-07-06,4,4,1,16.818825,493266969,11208.550781,21092024306,287.547119,7674615025
2019-07-05,3,4,1,17.050257,492532481,10978.459961,23838480210,287.997528,8723493015
2019-07-04,4,1,1,17.096167,518179356,11215.4375,25920294033,284.523224,8403513106
2019-07-03,4,6,0,17.974335,627606939,11961.269531,30796494294,303.099976,9926711979
2019-07-02,19,6,4,17.860474,747392749,10801.677734,31015895223,291.596436,10618413952
2019-07-01,8,4,0,16.871637,678020978,10583.134766,29378589324,293.641113,10292223948
2019-06-30,4,4,1,16.714918,637139053,10817.155273,27256473494,290.695984,10303111000
2019-06-29,7,8,1,18.497751,721851191,11959.371094,29923961128,320.058899,10929374565
2019-06-28,14,4,4,18.137371,761166313,12407.332031,35087757766,311.226105,11514656820
2019-06-27,11,3,5,16.913609,848551821,11182.806641,39977475223,294.267639,14038092503
2019-06-26,23,32,12,19.214989,1180126029,13016.231445,45105733173,336.753174,16437084081
2019-06-25,20,17,3,19.48543,924494266,11790.916992,24879684533,318.126312,9641764965
2019-06-24,21,11,4,17.887756,695317071,11011.102539,19271652365,310.424683,8205712062
2019-06-23,32,24,8,16.774343,719167135,10855.371094,20998326502,307.827789,8161062380
2019-06-22,67,47,14,17.483473,1060033583,10701.691406,29995204861,309.38031,10613731255
2019-06-21,7,5,0,14.029687,413219528,10144.556641,20624008643,294.910278,9331694140
2019-06-20,7,5,2,13.550446,382381549,9527.160156,17846823784,271.695007,6408981097
2019-06-19,6,4,4,13.767721,354372890,9273.521484,15546809946,269.431793,5516510947
2019-06-18,6,5,5,13.665302,412735818,9081.762695,15848210536,265.051849,6205242504
2019-06-17,14,13,6,14.216966,430208305,9320.352539,15562951919,274.351105,6009795781
2019-06-16,8,6,1,14.048902,551796447,8994.488281,23348550311,269.223206,9676746453
2019-06-15,15,12,7,13.992401,600008307,8838.375,18371033226,269.019318,8126853944
2019-06-14,4,5,4,13.542108,553615365,8693.833008,19831162906,264.087463,8676891267
2019-06-13,20,14,4,13.034796,626954350,8230.923828,18669407147,256.168793,8442077836
2019-06-12,13,10,6,12.932363,530500839,8145.857422,19034432883,260.90329,8645598618
2019-06-11,16,9,1,12.31797,470455806,7927.714355,17107279932,245.78183,7382269700
2019-06-10,12,11,1,12.307538,547911740,8000.32959,18689275117,247.520126,8141159848
2019-06-09,7,2,2,11.555739,445779064,7688.077148,16610726547,233.0867,7566421456
2019-06-08,8,3,2,12.036418,454249082,7954.12793,16522722810,245.738098,7225996863
2019-06-07,13,6,4,12.26233,536119345,8043.951172,19141423231,250.930359,8379534528
2019-06-06,7,5,3,11.687501,414101879,7822.023438,19474611077,249.474335,8265146806
2019-06-05,8,4,3,11.545572,527658995,7824.231445,21760923463,247.05101,8548917062
2019-06-04,3,1,1,11.483757,602631521,7707.770996,24609731549,241.338791,10132549747
2019-06-03,3,4,2,12.627441,572506400,8208.995117,22004511436,252.607925,9375712917
2019-06-02,5,5,3,14.133088,480862892,8742.958008,20266216022,270.225525,8744111713
2019-06-01,8,5,0,13.689791,653423818,8564.016602,22488303544,265.391266,9942869852
2019-05-31,3,2,3,13.565374,612537618,8574.501953,25365190957,268.113556,11255023515
2019-05-30,20,14,10,12.734475,854878660,8319.472656,29246528551,255.858948,13604268584
2019-05-29,43,24,3,13.51734,766569892,8659.487305,23473479966,269.455688,9819132174
2019-05-28,9,3,2,12.639672,509743018,8719.961914,24226919267,271.768707,10362846898
2019-05-27,4,3,5,12.462491,500332109,8805.77832,27949839564,272.86264,12074664736
2019-05-26,1,3,1,11.983575,391679153,8673.21582,26677970091,267.069641,9664267731
2019-05-25,5,0,0,11.480025,294270172,8052.543945,22256813107,251.759872,8924985385
2019-05-24,9,8,0,11.524515,356910019,7987.371582,25919126991,249.484985,9929433206
2019-05-23,5,5,0,11.462196,404354637,7881.84668,24457107820,245.965668,10671663487
2019-05-22,8,5,4,11.227682,440457314,7680.066406,24719473175,244.698914,9818257463
2019-05-21,9,6,2,12.160134,444948406,7963.327637,25127245056,255.215881,11545049593
2019-05-20,12,9,1,12.078303,598743070,7978.309082,23843404340,251.86441,10834541285
2019-05-19,8,7,1,11.803127,478365061,8197.689453,25902422040,261.292206,12049250894
2019-05-18,4,5,0,10.75055,427137843,7271.208008,21354286562,234.59523,10933142646
2019-05-17,4,8,1,11.20857,579448577,7343.895508,30066644905,243.764587,16037551694
2019-05-16,3,8,3,11.995152,758758086,7884.90918,33167197581,264.01001,18661465873
2019-05-15,10,8,3,12.800788,613255603,8205.167969,28344112920,247.153061,13460006534
2019-05-14,17,15,2,11.032737,573663143,7994.416016,32031452227,217.148575,12751049755
2019-05-13,6,6,2,9.815132,424750530,7814.915039,28677672181,196.846283,10367149039
2019-05-12,6,4,2,9.326902,423375082,6972.371582,27773333680,187.325317,10326050090
2019-05-11,6,1,0,9.85214,434896039,7204.771484,28867562329,194.304337,12578331654
2019-05-10,4,9,3,8.769207,333056924,6378.849121,19419875368,173.142746,8036919053
2019-05-09,12,11,3,8.629287,315583603,6174.528809,16784645411,170.289307,6546914198
2019-05-08,11,7,3,9.031939,261453876,5982.45752,15320605300,170.948166,6416569598
2019-05-07,5,3,4,8.935237,311389252,5829.501465,18026409033,169.79866,8411140170
2019-05-06,7,2,4,9.186819,329097747,5746.807129,15737171804,172.653214,7540096853
2019-05-05,3,4,1,9.279187,301636302,5795.708496,14808830723,163.450699,5938415562
2019-05-04,3,5,1,9.445332,319356152,5831.16748,17567780766,164.026581,6658100049
2019-05-03,8,5,2,9.988849,343636066,5768.289551,18720780006,167.952408,7299410672
2019-05-02,7,4,0,9.88856,270734263,5505.283691,14644460907,162.122787,6044171062
2019-05-01,7,2,3,9.737587,270596130,5402.697266,13679528236,160.818344,5789172433
2019-04-30,11,8,6,9.801067,282448203,5350.726563,13878964574,162.166031,6275803460
2019-04-29,15,7,3,9.432524,319620430,5247.352539,13735490672,155.201996,6053776253
2019-04-28,0,2,0,9.301274,237357918,5285.13916,12819992056,157.295074,5379894433
2019-04-27,3,0,1,9.492078,240418064,5268.291016,13111274675,158.434937,5863109118
2019-04-26,4,1,0,9.406027,292271242,5279.348145,16812108040,156.347092,7505283355
2019-04-25,7,6,2,9.564077,315479886,5210.515625,15330283408,154.459396,6820332362
2019-04-24,5,3,1,9.957238,331587896,5464.866699,17048033399,165.826096,7351304156
2019-04-23,4,5,3,10.398163,277146329,5572.362305,15867308108,171.4478,7097827092
2019-04-22,7,2,2,10.824655,251517856,5399.365234,14601631648,171.874664,6094878077
2019-04-21,5,1,3,10.547747,248582230,5314.53125,13731844223,170.046524,6005571688
2019-04-20,5,3,3,10.9464,211255816,5337.88623,13169647522,173.751266,6142567812
2019-04-19,4,2,0,11.099927,225706881,5303.8125,13780238655,173.708435,6541053061
2019-04-18,6,1,1,11.270154,245059781,5298.385742,13256489918,173.814026,6971581464
2019-04-17,5,4,0,11.008317,237001160,5251.937988,12438480677,166.95076,5596102715
2019-04-16,4,2,2,10.962813,206588825,5235.55957,11618660197,167.623444,5180105341
2019-04-15,6,3,1,10.725628,234875496,5067.108398,12290155061,161.574173,5672311824
2019-04-14,3,5,1,11.298877,213128800,5167.722168,10391952498,167.838516,4846298303
2019-04-13,3,1,0,11.116936,203343059,5096.586426,10823289598,164.513351,4959301561
2019-04-12,9,3,0,11.311413,244485325,5089.539063,13675206312,164.736328,6237185309
2019-04-11,5,4,3,11.244253,316529973,5064.487793,16555616019,165.497025,7859383417
2019-04-10,5,5,1,12.476868,264481028,5324.551758,15504590933,177.337479,7856924879
2019-04-09,8,6,0,12.194698,257000755,5204.958496,14722104361,176.114578,7632529578
2019-04-08,11,8,2,12.697195,310219064,5289.770996,17154113634,180.25882,9304964610
2019-04-07,7,4,7,12.895921,264198390,5198.896973,16655416140,174.531647,7596176020
2019-04-06,9,8,4,13.084801,264946611,5059.817383,16929795194,165.947205,7167016221
2019-04-05,17,14,6,13.539291,334393237,5036.681152,16837325387,165.514847,7531316908
2019-04-04,12,12,4,12.83424,525976539,4922.798828,18251810240,158.052536,7953123529
2019-04-03,22,23,9,12.151139,713988466,4973.021973,22899891582,161.458801,10622456246
2019-04-02,15,7,2,11.524129,554561782,4879.87793,21315047816,163.961746,9826645698
2019-04-01,9,9,3,10.004537,329156999,4158.183105,10157794171,141.830322,4611999536
2019-03-31,12,7,3,9.959755,302469057,4105.404297,9045122443,141.514099,4249050197
2019-03-30,17,11,4,9.853296,357435989,4106.660156,9732688060,142.092682,5144662127
2019-03-29,18,7,5,9.810532,329601231,4098.374512,10918665557,142.497421,5125602702
2019-03-28,5,8,4,9.290231,254939830,4069.107178,9353915899,139.416473,4163212475
2019-03-27,6,7,4,9.401722,306046445,4087.066162,10897131934,140.988159,5228240093
2019-03-26,4,2,3,8.981253,277103933,3985.080811,10707678815,135.460358,4499271679
2019-03-25,11,3,1,9.005786,283144186,3963.070557,10359818883,135.031021,4480516753
2019-03-24,5,2,4,9.186478,277997571,4022.168213,9144851065,136.986923,4266845458
2019-03-23,6,1,1,9.416901,251277165,4035.826416,9578850549,138.239868,4436568613
2019-03-22,4,5,6,9.233967,297369881,4023.968262,9252935969,137.181442,4490899266
2019-03-21,6,5,0,9.036203,299041688,4029.326904,10831212662,136.636063,5087247796
2019-03-20,2,2,2,9.39551,313948902,4087.476318,10175916388,140.686356,4664134462
2019-03-19,2,1,0,9.306183,265459635,4071.190186,9344919956,140.519196,4251488129
2019-03-18,11,4,1,9.22442,359608160,4032.507324,9646954186,139.374603,4551739879
2019-03-17,2,1,1,9.289663,284618106,4025.229004,8221625400,140.000549,3827157729
2019-03-16,9,4,4,9.521862,289565478,4048.72583,9856166973,142.398178,4839003569
2019-03-15,8,8,2,9.32388,240911036,3960.911133,9394210605,137.691788,4506861856
2019-03-14,3,7,3,9.375098,328168530,3924.369141,10480789570,133.711594,4476532147
2019-03-13,17,9,13,9.021536,299672755,3906.717285,9469184841,133.263077,4265162099
2019-03-12,4,4,2,8.897482,268597663,3909.15625,9809887079,134.442886,4709988000
2019-03-11,6,5,1,8.782538,313082304,3905.227295,10125901903,133.83403,4689807419
2019-03-10,12,4,3,8.870341,290220064,3951.599854,9713267607,136.758682,4578438499
2019-03-09,10,3,1,9.019605,297585392,3963.313721,10796103518,137.965332,5011918715
2019-03-08,5,4,1,8.859492,326617088,3901.131592,10638638944,135.127075,4678816794
2019-03-07,2,4,0,9.245351,307951799,3911.484375,9584165519,138.0345,4339206292
2019-03-06,7,2,2,8.805355,282146719,3903.942627,9175291529,138.789352,4589054219
2019-03-05,6,0,3,8.844746,301955652,3896.375,10174126415,137.822388,4764849990
2019-03-04,7,2,0,8.285562,314165465,3761.557129,9029175788,127.774124,4008171341
2019-03-03,3,2,1,8.708656,226822878,3847.175781,7253558152,132.24942,3454374053
2019-03-02,5,5,1,8.819598,259087758,3864.415039,7578786076,134.206955,3747176425
2019-03-01,8,0,2,9.019191,260838267,3859.58374,7661247975,136.443619,3756124824
2019-02-28,11,1,1,8.940608,240794894,3854.7854,8399767798,136.746246,4535438953
2019-02-27,9,6,2,8.978326,296811753,3851.047363,8301309684,136.125961,4469776860
2019-02-26,8,4,1,9.14556,335598444,3854.35791,7931218996,138.089676,3791292839
2019-02-25,9,6,3,9.365951,318263212,3882.696289,9318796067,139.822861,4914392068
2019-02-24,26,24,9,9.078563,546178687,3810.42749,10794227451,135.852661,5957715043
2019-02-23,12,14,2,10.182914,358802825,4142.526855,8922258316,158.795425,4519468458
2019-02-22,3,2,2,8.797888,188250575,4005.526611,7826525254,149.092453,3731099284
2019-02-21,13,7,1,8.644658,227003933,3954.118164,7775128102,146.130844,3995766856
2019-02-20,8,7,0,9.206195,239088321,3999.820557,8693373948,149.554337,4500094965
2019-02-19,11,8,2,9.017393,264778436,3947.094482,9933626655,145.346191,5310842625
2019-02-18,11,2,2,8.853895,232315948,3915.714355,9908216640,146.098373,5387525773
2019-02-17,22,13,6,8.388169,258499649,3673.836182,7039512503,133.598877,4236081130
2019-02-16,7,5,4,7.964455,173410185,3629.787598,5934744052,123.260216,2905833287
2019-02-15,3,4,1,8.134698,164623226,3620.810791,6091952231,122.100388,3021741615
2019-02-14,7,8,1,7.950239,147559333,3616.880859,6271044418,121.390205,3331701628
2019-02-13,11,7,5,8.303495,159400724,3632.070557,6438903823,122.553604,3386585799
2019-02-12,14,9,3,8.24964,191455559,3653.528564,6480384532,122.572289,3149576429
2019-02-11,18,8,2,8.12866,180322479,3648.430664,6277056434,121.298393,3222473887
2019-02-10,10,2,4,7.960589,159699885,3690.188232,6282256903,124.806488,3148766590
2019-02-09,2,5,2,7.663609,122279806,3671.203613,6158833645,119.430885,2884650400
2019-02-08,7,6,1,7.602884,161363179,3666.780273,7735623101,119.267746,3656841347
2019-02-07,3,9,4,6.921286,98062942,3399.47168,5004962683,104.535301,2326764622
2019-02-06,4,0,2,6.860906,113960942,3413.767822,5482196038,104.919289,2593048199
2019-02-05,5,3,2,7.071419,112713128,3466.357422,5227549545,107.44352,2515863999
2019-02-04,7,1,4,7.086063,104145001,3459.154053,5332718886,107.821602,2491888675
2019-02-03,6,1,2,7.022711,113281405,3464.013428,5043937584,107.492668,2519334757
2019-02-02,3,3,1,7.229912,118178032,3521.060791,5071623601,110.43026,2385157838
2019-02-01,5,1,3,7.03251,110514792,3487.945313,5422926707,107.609787,2541271519
2019-01-31,6,0,1,6.931577,126570197,3457.792725,5831198271,107.061012,2828796031
2019-01-30,5,1,2,7.111832,127490778,3486.181641,5955112627,108.907539,2874370355
2019-01-29,10,6,3,7.052848,128674508,3448.116943,5897159493,105.598213,2900418606
2019-01-28,3,3,0,6.983772,138166064,3470.450439,6908930483,106.589973,3366895505
2019-01-27,4,4,1,7.419316,120602207,3583.96582,5570752966,113.405289,2775888287
2019-01-26,0,2,2,7.534237,93847643,3602.460449,5098183235,116.488739,2412181169
2019-01-25,7,2,1,7.591249,106034923,3599.765869,5265847539,116.378342,2606881898
2019-01-24,9,6,1,7.738112,95665449,3600.865479,5262869046,117.362885,2520843420
2019-01-23,10,2,3,7.576538,98520101,3585.123047,5433755649,117.452606,2556952198
2019-01-22,11,5,1,7.706096,132491494,3604.577148,5313623556,118.747551,2552507405
2019-01-21,9,5,0,7.578725,116729955,3576.032471,5004347059,117.157852,2421720343
2019-01-20,11,4,4,7.591528,155380342,3601.013672,5582489560,119.474831,2964108269
2019-01-19,6,6,2,8.079524,141779987,3728.568359,5955691380,124.51902,3048261797
2019-01-18,13,3,2,7.711756,113409937,3657.839355,5002961727,121.010262,2305389800
2019-01-17,6,2,0,7.850036,130902165,3678.563965,5464420383,123.74192,2594091285
2019-01-16,6,4,0,7.736015,130166754,3655.006836,5394457145,123.547066,2746469340
2019-01-15,5,4,1,7.622227,132412256,3630.675293,5537192302,122.032715,2735449164
2019-01-14,6,11,1,7.962705,132180216,3706.052246,5651384490,129.068726,2798085735
2019-01-13,2,3,3,7.215383,114403812,3552.953125,4681302466,116.897804,2268263944
2019-01-12,3,2,2,7.751993,104462357,3661.301025,4778170883,125.96653,2212109224
2019-01-11,10,5,2,7.946219,120581366,3687.365479,5538712865,127.548325,2667585234
2019-01-10,7,7,3,7.968067,177262261,3678.924561,6874143796,128.625183,3397734456
2019-01-09,20,14,10,9.201449,185427763,4035.296387,5115905225,150.803116,2369241197
2019-01-08,13,10,5,9.175762,173654060,4030.8479,5306593305,150.359634,2459808140
2019-01-07,3,10,5,8.471042,130619451,4025.248291,5228625637,151.699219,2712108388
2019-01-06,14,11,3,8.64254,153043100,4076.632568,5597027440,157.746201,3231294371
2019-01-05,7,5,0,7.844755,102420264,3845.19458,5137609824,155.638596,3338211928
2019-01-04,5,4,0,7.634589,91083130,3857.717529,4847965467,154.58194,3126192535
2019-01-03,15,6,2,7.67924,85506700,3836.741211,4530215219,149.13501,2676164880
2019-01-02,4,3,0,8.076462,119182671,3943.409424,5244856836,155.047684,3328240369
2019-01-01,2,1,0,7.866171,100037385,3843.52002,4324200990,140.819412,2258709868
2018-12-31,3,0,1,7.534122,104180796,3742.700439,4661840806,133.368256,2358360234
2018-12-30,3,6,0,8.118709,113712668,3865.952637,4770578575,139.859451,2660086834
2018-12-29,1,0,0,7.969787,119973813,3820.408691,4991655917,138.018341,3169029972
2018-12-28,3,0,0,7.977262,123245949,3923.918701,5631554348,137.647018,3130201009
2018-12-27,5,2,1,6.964235,100876756,3654.833496,5130222366,116.575912,2612804378
2018-12-26,3,3,0,7.879631,115818985,3857.297607,5326547918,131.865631,2720469126
2018-12-25,6,1,0,7.69489,128604042,3815.490723,6158207293,129.844345,3298280609
2018-12-24,8,12,4,8.487483,206500280,4078.599121,7240968501,140.238007,4370343387
2018-12-23,13,6,3,7.695079,172563267,3998.980225,6151275490,130.765259,3579715061
2018-12-22,2,2,4,7.108238,180836268,4014.182617,5605823233,116.759499,2338772939
2018-12-21,5,7,1,6.930238,185729577,3896.543701,7206015706,109.496231,2632539990
2018-12-20,6,7,3,7.292115,168613103,4134.441406,8927129279,116.216873,3063842618
2018-12-19,9,4,4,6.711196,144157829,3745.950684,6810689119,101.268578,2456482115
2018-12-18,6,1,0,6.812917,96404858,3696.059082,5911325473,101.112457,2277514076
2018-12-17,2,6,2,6.566574,104423945,3545.864746,5409247918,95.133827,2101453024
2018-12-16,1,1,2,5.712439,80240795,3252.839111,3744248994,85.2621,1565817037
2018-12-15,3,2,1,5.648862,65620129,3236.761719,3551763561,84.440811,1496176898
2018-12-14,2,4,1,5.649383,93988016,3242.484863,4372763663,84.308296,1651491877
2018-12-13,3,4,2,5.728271,112211642,3313.677246,4343372456,86.539314,1754475622
2018-12-12,6,4,2,6.053769,106740367,3486.950195,4139364829,90.5933,1533050103
2018-12-11,7,3,1,5.849907,91438630,3424.588135,4696765188,88.945305,1707497898
2018-12-10,9,3,1,6.120104,109775487,3502.656006,5020968740,91.685654,1756437577
2018-12-09,8,3,1,6.409801,136916930,3614.234375,4947372847,95.142059,1875567180
2018-12-08,4,2,3,6.051513,161033524,3476.114746,5305024497,92.159637,1855759401
2018-12-07,6,12,3,6.07849,169111360,3419.937256,6835615448,93.294563,2554304530
2018-12-06,6,1,3,6.049024,138744932,3521.101807,5878333109,91.761055,2310716932
2018-12-05,8,3,2,6.997571,147996551,3753.994873,5302481574,102.475555,1990157607
2018-12-04,3,5,3,7.610254,155406465,3956.893799,5028069239,110.214188,1748116495
2018-12-03,12,9,5,7.354771,127227094,3894.130859,5089570994,108.925018,1772756193
2018-12-02,11,3,2,7.9593,134091442,4139.87793,5262697895,116.388901,1856199149
2018-12-01,9,6,2,8.185374,151081040,4214.671875,5375314093,118.635559,2131475768
2018-11-30,2,1,0,7.710985,137492882,4017.268555,6048016717,113.171417,2020748396
2018-11-29,11,3,2,8.439004,173504509,4278.84668,6503347767,117.542648,2196099151
2018-11-28,9,6,3,8.38679,175504000,4257.419922,7280280000,122.438004,2673470000
2018-11-27,5,9,2,7.25926,126595000,3820.719971,5998720000,110.010002,2320010000
2018-11-26,9,8,2,7.13564,129336000,3779.129883,6476900000,108.334999,2139490000
2018-11-25,5,5,2,7.71087,168973000,4009.969971,6825640000,116.449997,2466750000
2018-11-24,4,4,2,7.48202,131520000,3880.76001,4679500000,113.494003,1800960000
2018-11-23,4,1,4,8.5455,155044000,4347.109863,4871490000,123.295998,1998010000
2018-11-22,11,5,1,8.40906,166761000,4365.939941,4569370000,126.706001,1792150000
2018-11-21,12,5,2,9.21098,162871000,4602.169922,6120120000,136.701004,2685930000
2018-11-20,14,18,3,8.95362,213977000,4451.870117,8428290000,130.339005,3134410000
2018-11-19,12,11,2,10.1746,233627000,4871.490234,7039560000,149.175003,2745160000
2018-11-18,4,5,3,12.5928,175701000,5623.540039,4159680000,177.067001,1810920000
2018-11-17,6,4,1,12.3735,151395000,5554.330078,4303150000,174.001007,1832800000
2018-11-16,6,4,3,12.6967,148956000,5575.549805,5279320000,175.177002,2015330000
2018-11-15,6,3,4,13.0001,185592000,5648.029785,7032140000,180.806,2638410000
2018-11-14,12,3,4,13.52,196751000,5738.350098,7398940000,181.397003,2595330000
2018-11-13,14,1,2,15.3724,137967000,6359.490234,4503800000,206.826004,1610260000
2018-11-12,4,4,3,15.7727,161123000,6371.27002,4295770000,210.417999,1452380000
2018-11-11,3,4,2,15.9851,126121000,6411.27002,3939060000,211.339996,1501600000
2018-11-10,3,6,1,15.9742,129460000,6409.220215,3705320000,212.533005,1377760000
2018-11-09,14,3,1,15.941,138562000,6385.620117,4346820000,210.074005,1554750000
2018-11-08,7,4,1,16.294201,154513000,6453.720215,4665260000,212.231003,1769080000
2018-11-07,12,3,1,16.730801,168569000,6530.140137,4941260000,217.182999,1927830000
2018-11-06,10,7,2,16.989599,174980000,6461.009766,4700040000,218.451996,1856940000
2018-11-05,6,2,1,16.2908,141451000,6419.660156,4174800000,209.091003,1613510000
2018-11-04,12,6,2,16.6304,168143000,6376.129883,4390020000,207.485992,1749300000
2018-11-03,4,8,0,15.9823,124722000,6361.259766,3658640000,200.186005,1307150000
2018-11-02,14,5,1,16.164,151665000,6388.439941,4234870000,200.634995,1451870000
2018-11-01,4,5,3,15.6848,131218000,6377.779785,3789400000,198.871994,1336700000
2018-10-31,14,4,1,15.3044,137329000,6317.609863,4191240000,197.380997,1442380000
2018-10-30,6,14,3,15.2116,123947000,6334.27002,3781100000,197.556,1363500000
2018-10-29,8,6,3,15.4015,142185000,6332.629883,4199910000,197.246994,1517230000
2018-10-28,11,6,4,16.1987,102821000,6486.390137,3445190000,205.365997,1139140000
2018-10-27,11,5,3,16.038601,83991800,6480.379883,3393250000,204.210007,1084810000
2018-10-26,6,7,1,16.2115,128714000,6474.75,3306050000,203.328995,1161310000
2018-10-25,6,3,0,16.524599,91006000,6476.290039,3230550000,202.718994,1102900000
2018-10-24,14,2,3,16.725401,138539000,6495.839844,3424670000,203.852005,1102220000
2018-10-23,13,4,5,16.625799,169231000,6475.740234,3716150000,204.335999,1237490000
2018-10-22,14,10,3,16.739401,154339000,6487.160156,3672860000,204.044006,1328980000
2018-10-21,5,3,0,16.517099,216587000,6482.350098,3253610000,205.141998,1190300000
2018-10-20,6,3,1,16.6502,179868000,6489.189941,3379130000,205.429993,1238780000
2018-10-19,10,4,4,16.4849,194625000,6465.410156,3578870000,203.727005,1264480000
2018-10-18,12,14,4,16.529499,323295000,6476.709961,3924080000,203.352005,1365860000
2018-10-17,16,7,4,16.6572,255805000,6544.430176,4088420000,207.082993,1444130000
2018-10-16,11,4,5,16.4119,191769000,6596.109863,4074800000,210.119995,1532280000
2018-10-15,8,6,2,16.2798,253750000,6596.540039,7370770000,209.703995,2865830000
2018-10-14,4,5,4,15.6578,158264000,6290.930176,3085320000,195.714996,1169260000
2018-10-13,2,1,1,15.7585,138117000,6285.990234,3064030000,199.841003,1167610000
2018-10-12,9,3,0,15.6263,195622000,6274.580078,3783500000,196.727005,1487900000
2018-10-11,6,9,1,15.5189,228270000,6256.240234,5181640000,189.498993,2167620000
2018-10-10,11,5,4,18.1982,176005000,6585.529785,3787650000,225.768997,1384040000
2018-10-09,7,1,0,18.2771,162300000,6642.640137,3580810000,227.981995,1405130000
2018-10-08,4,4,3,18.4533,159657000,6652.22998,3979460000,229.255005,1470740000
2018-10-07,4,3,3,18.0625,143765000,6602.950195,3306630000,226.119003,1470480000
2018-10-06,4,5,4,17.8787,98981200,6588.310059,3259740000,225.119995,1505070000
2018-10-05,9,5,2,18.156,91481600,6622.47998,3671500000,227.600998,1547330000
2018-10-04,12,12,3,17.9086,147540000,6576.689941,3838410000,222.218002,1479500000
2018-10-03,9,4,2,17.9438,123794000,6502.589844,3887310000,220.488998,1683930000
2018-10-02,6,1,2,18.499399,153533000,6556.100098,3979260000,227.181,1542080000
2018-10-01,7,4,1,18.669001,162321000,6589.620117,4000970000,230.768005,1597500000
2018-09-30,10,6,1,18.903,141458000,6625.560059,4002280000,232.848007,1765560000
2018-09-29,11,2,3,19.157101,114329000,6601.959961,4363690000,231.634995,2208720000
2018-09-28,21,15,12,19.244301,186831000,6644.129883,5014430000,222.401993,2018120000
2018-09-27,10,0,3,18.980499,127495000,6676.75,4606810000,228.494003,2030320000
2018-09-26,8,6,1,17.879299,84686500,6495,4437300000,215.847,1756100000
2018-09-25,7,9,1,18.1085,66048600,6446.470215,4726180000,218.505005,2120360000
2018-09-24,7,4,3,18.462299,72185000,6595.410156,4177310000,228.729996,1748740000
2018-09-23,11,4,5,19.503099,85869300,6710.629883,4197500000,244.330002,1693470000
2018-09-22,5,7,3,18.791599,80468100,6721.97998,4509660000,240.479996,1921820000
2018-09-21,16,16,4,19.732901,129320000,6734.950195,6531940000,246.584,2836200000
2018-09-20,9,4,5,18.256701,54578800,6519.669922,4348110000,224.591003,1782070000
2018-09-19,9,7,3,17.117901,52494900,6398.540039,4431340000,209.968994,1733330000
